Gene	Trait	CellType	Tissue
ABCA1:APOE:CAPZA2:CD36:CTCF:CTSA:DDX17:DENR:DYNLRB1:E2F1:FKBP5:GNAI2:HDLBP:HNRNPM:HSPH1:IMMT:IP6K1:JMJD1C:KPNB1:LRP1:LRPAP1:MMP9:NFE2L1:NPEPPS:NRIP1:NUDC:PLA2G15:PLTP:PSMB10:PXN:RAB3IL1:RAB8B:RBM39:RBM5:ROCK2:SP1:SPI1:SRRT:STAB1:TIMP2:TPM3:TRADD:TRPS1:UBXN1:UBXN4:ZBTB7A	Blood-Lipids_Teslovich_2010_High-Density-Lipoprotein	TH_MACROPHAGE	Saunders
ABCF1:AGPAT5:ALDH2:APOE:C12orf43:GFAP:GRB2:GSTM3:LRP1:LRPAP1:MAPT:MDK:NDUFA13:NFIX:PPP1CA:RBM39:SORL1:SORT1:SP1:TCF4:TOP1:UBXN4:WBP2:ZCCHC17	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	CB_ASTROCYTE	Saunders
ABCA1:ALDH2:APOE:C12orf43:CA2:COX5A:DBI:G3BP1:GLMP:GSK3B:GSTM3:IGF2R:LRP1:MDH2:NDUFA13:NENF:NUDC:OGDH:PBXIP1:PLTP:PON2:PTGDS:RBM39:SDCBP:TCF4:TOMM40:TOP1:TPM3:UBXN4:UBXN6:ZCCHC17	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	CB_CHOROID_PLEXUS	Saunders
ALDH2:APOE:C12orf43:COL4A2:CORO1C:COX5A:DDAH2:FN1:IGF1R:ILF3:KIF5B:MDH2:MYL6:NDUFA13:NFE2L1:PLTP:PSMA5:PSMA7:RBM39:RELA:SDCBP:SERBP1:TCF4:TOP1:TP53:TPM3:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	CB_ENDOTHELIAL_STALK	Saunders
ALDH1A2:ALDH2:APOE:C12orf43:COX5A:IGF2R:LAMTOR2:LOXL2:LRP1:MDK:NDUFA13:PTGDS:PTPN11:RBM39:SDCBP:SDHB:SERBP1:SP1:TCF4:TOMM40:TOP1:VTN:ZCCHC17	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	CB_ENDOTHELIAL_TIP	Saunders
ABCF1:ALDH2:APOE:BRCA2:C12orf43:DNM2:FCGR2A:GRB2:HLA-DRB5:LYL1:MAPT:NDUFA13:RBM39:TCF4:TOP1:UBASH3B:ZFAND6	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	CB_MICROGLIA	Saunders
ALDH2:BAG3:BCAM:COX5A:EHMT2:GSK3B:ILF3:KANK2:KPNB1:LIMS1:LMNA:MYL6:NDUFA13:NDUFA7:NDUFB8:PSMA5:PSMA7:RALBP1:RBM39:RSU1:SDCBP:SDHB:SMARCA4:STK3:TAGLN:TCF4:TOMM40:TOP1:TOP2B:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	CB_MURAL	Saunders
AHCYL1:ALDH2:APOE:ASH1L:GFAP:GRB2:GSTM3:ITIH3:LRP1:LRPAP1:MAPT:NCAN:NDUFA13:NPEPPS:PLEC:PSMA7:PTPN11:PYGB:R3HDM2:RORA:SORL1:SORT1:TOP1:TRPS1	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	ENT_ASTROCYTE	Saunders
ALDH2:APOE:COL4A2:COX5A:DDAH2:DDX6:FN1:HSPA5:NFE2L1:PSMA7:RBM39:TCF4:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	ENT_ENDOTHELIAL_STALK	Saunders
ALDH1A2:ALDH2:APOE:C12orf43:COL4A2:LRP1:LRPAP1:NDUFA13:NFIX:OGDH:PON2:PTGDS:PTPN11:RBM39:RCN3:SORT1:SP1:SYNJ2BP:TCF4:TOP1:UBXN4	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	ENT_ENDOTHELIAL_TIP	Saunders
ALDH2:BCAM:C12orf43:CDK6:COX5A:GABARAPL2:GSK3B:KANK2:NDUFA13:RALBP1:RBM39:SDCBP:SERBP1:SMARCA4:TCF4:TOP1:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	ENT_MURAL	Saunders
ABCF1:ALDH2:APOE:COL4A1:COL4A2:COX5A:FN1:HSPA5:MAPRE1:NDUFA13:NDUFA5:PLTP:PPP1CA:PSMA7:TOP1:TPM3:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	FC_ENDOTHELIAL_STALK	Saunders
ABCF1:ALDH2:APOE:C12orf43:CBX1:COL1A2:FN1:KANK2:LRP1:LRPAP1:MAPT:MDK:NDUFA13:NFE2L1:OGDH:PSMA5:PSMA7:PTGDS:PTPN11:RAMP2:RBM39:SDCBP:SERBP1:SMARCA4:SP1:SYNJ2BP:TCF4:TMEM50A:TOP1:TPM3:TUBB:VTN:ZCCHC17	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	FC_ENDOTHELIAL_TIP	Saunders
ABCA1:ALDH2:APOE:C12orf43:CD36:COX5A:LDLR:MAFG:NDUFA13:NPEPPS:OGDH:PLTP:RBM39:SDCBP:SP1:TCF4:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	FC_MACROPHAGE	Saunders
ALDH2:APOE:C12orf43:CBX1:COX5A:ILF3:MDH2:NDUFA13:NDUFB8:PPCDC:PSMA5:RBM39:SEC62:SERBP1:SMARCA4:SP1:TAGLN:TCF4:TINAGL1:TOP1:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	FC_MURAL	Saunders
ABCF1:APOE:GFAP:GRB2:GSTM3:ITIH3:LRP1:MAPT:MDK:NCAN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	GP_ASTROCYTE	Saunders
ABCF1:ALDH2:APOE:COL4A2:COX5A:FN1:HSPA5:IGF1R:KIF5B:MAPRE1:MYL6:PPP1CA:PSMA5:PSMA7:TOP1:TPM3:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	GP_ENDOTHELIAL_STALK	Saunders
ABCA1:AFF4:ALDH2:APOE:C12orf43:COL4A2:LOXL2:LRP1:LRPAP1:MDK:NDUFA13:OGDH:PLTP:PON2:PTPN11:RAMP2:RBM39:RCN3:SORL1:SORT1:SP1:SYNJ2BP:TCF4:TMEM50A:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	GP_ENDOTHELIAL_TIP	Saunders
ABCA1:ALDH2:APOE:COX5A:DVL2:FCGR2A:KPNB1:MYLIP:NDUFA13:RBM39:SDCBP:SMARCA4:SOAT1:SP1:TCF4:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	GP_MACROPHAGE	Saunders
APOE:KPNB1:MAPT:NCAN:NDUFA13:NPEPPS:SMARCA4:SMC4:SP1:TUBB:UBXN4	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	GP_MITOTIC	Saunders
ACADVL:ALDH2:APOE:BCAM:C12orf43:CBX1:CSNK2A1:GSK3B:ITGB5:NDUFA13:PSMA5:RBM39:SDHB:SERBP1:SMARCA4:SP1:TAGLN:TCF4:TMEM50A:TOP1:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	GP_MURAL	Saunders
ALDH2:APOE:CORO1B:GFAP:GRB2:GSTM3:LRP1:LRPAP1:MAPT:MDK:NCAN:NDUFA13:NFIX:NFS1:PHGDH:RBM39:TCF4:TOP1	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_ASTROCYTE	Saunders
ACADVL:ALDH2:APOE:C12orf43:CA2:COX5A:IGF2R:LRPAP1:NDUFA13:NFIX:PON2:PTGDS:RBM39:SDCBP:SDHB:SGTA:TCF4:TOP1:ZFAND6	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_CHOROID_PLEXUS	Saunders
ABCF1:ALDH2:APOE:COL4A2:COX5A:DNM2:FN1:HSPA5:IER3:IGF1R:MAPRE1:MYL6:NDUFA13:NDUFA5:PLTP:PPP1CA:PSMA5:PSMA7:RELA:SDCBP:TCF4:TOP1:TPM3:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_ENDOTHELIAL_STALK	Saunders
ABCA1:ALDH1A2:ALDH2:APOE:C12orf43:COPS5:COX5A:LOXL2:LRP1:LRPAP1:MAFG:MDK:NDUFA13:NDUFA7:NPEPPS:PLTP:PTGDS:PTPN11:RAMP2:RBM39:RCN3:SDCBP:SMARCA4:SP1:SYNJ2BP:TCF4:TMEM50A:TOMM40:TOP1:TPM3:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_ENDOTHELIAL_TIP	Saunders
ABCA1:APOE:COX5A:CXCR4:MAPRE1:NUDC:PLTP:PPP1CA:SORL1:SRRT:ST13:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_EPENDYMAL	Saunders
ALDH2:APOE:COX5A:FCGR2A:GNAI2:KPNB1:LYL1:NDUFA13:PTPN11:RBM39:SDCBP:TCF4:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_MACROPHAGE	Saunders
ALDH2:APOE:CDKN2D:COPS5:GNAI3:HNRNPD:ILF3:KAT5:KIF21A:MAPRE1:MAPT:NDUFA13:NFIX:PFDN1:PSMA5:PTPN11:RBM39:SDCBP:SMARCA4:TCF4:TCP1:TOP1:TP53:TSG101:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_NEUROGENESIS	Saunders
ABCF1:APOE:CBX1:ILF3:KPNB1:LRP1:LRPAP1:MAP1B:MAPT:NDUFA13:NF1:NPEPPS:PPP2R2A:PSMA7:RBM39:SDCBP:SERBP1:SMARCA4:TCF4:TCP1:TOP1:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	HC_POLYDENDROCYTE	Saunders
ALDH2:APOE:GFAP:GRB2:GSTM3:LRP1:MAPT:MDK:NCAN:NDUFA13:PHGDH:TOP1	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	PC_ASTROCYTE	Saunders
ABCF1:APOE:COL4A1:COL4A2:COX5A:DDX6:FN1:IGF1R:MAPRE1:NFE2L1:PLTP:PPP1CA:PSMA5:PSMA7:RBM39:ST13:TCF4:TOP1:TPM3:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	PC_ENDOTHELIAL_STALK	Saunders
ABCF1:ADD1:ALDH2:APOE:ARID1A:ATP13A1:BAZ1B:C12orf43:COL1A2:COPS5:FN1:ILF3:KANK2:KLF13:KPNB1:LRP1:MAF:MAP1B:MDK:NDUFA13:NFE2L1:NPEPPS:PBRM1:PPP1CA:PRPF4B:PSMA7:PTPN11:RBM39:SDCBP:SMARCA4:SP1:SYNJ2BP:TCF4:TMEM50A:TOP1:TUBB:VAMP2:VTN:ZCCHC17	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	PC_ENDOTHELIAL_TIP	Saunders
ABCA1:ALDH2:APOE:ARID1A:C12orf43:CD36:COX5A:DNM2:LDLR:M6PR:MAFG:NDUFA13:NPEPPS:RBM39:SDCBP:SP1:SYT11:TCF4:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	PC_MACROPHAGE	Saunders
ALDH2:APOE:BCAM:C12orf43:GSK3B:ITGB5:MYL6:NDUFA13:PPP1CA:PSMA5:RBM39:SERBP1:TCF4:TOP1:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	PC_MURAL	Saunders
ABCF1:APOE:ARID1A:EHMT2:GABARAPL2:ILF3:MAPT:NFIX:NPEPPS:PBRM1:PSMA7:RBM39:SDCBP:SMARCA4:TCF4:TOP1:TP53:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	PC_POLYDENDROCYTE	Saunders
ABCF1:APOE:ATXN2:GFAP:GRB2:GSTM3:ID2:ITIH3:LRP1:LRPAP1:MAPT:MDK:NCAN:PPP1CA:PTPN11:SORL1	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	SN_ASTROCYTE	Saunders
ABCF1:ALDH2:APOE:COX5A:EHMT2:FN1:ILF3:KLF6:KMT2E:MYL6:PSMA5:PSMA7:RBM39:TCF4:TOP1:TPM3:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	SN_ENDOTHELIAL_STALK	Saunders
ABCA1:ALDH1A2:ALDH2:APOE:C12orf43:LRP1:NPEPPS:PLTP:PSMA5:PTGDS:PTPN11:RBM39:SEC62:SP1:TOP1:UBXN4:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	SN_ENDOTHELIAL_TIP	Saunders
ABCA1:ALDH2:ALKBH5:APOE:COX5A:HMGCR:MAFG:MAPT:NDUFA13:NF1:NPEPPS:PLTP:PSAT1:RBM39:SDCBP:SMARCA4:SMC4:TCF4:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	SN_MACROPHAGE	Saunders
ABCF1:ALDH2:APOE:COX5A:FN1:NDUFA13:PLTP:PSMA7:TPM3:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	STR_ENDOTHELIAL_STALK	Saunders
ALDH2:APOE:C12orf43:COPS5:GABBR1:GNAO1:LOXL2:LRP1:MDK:NDUFA13:PTPN11:RBM39:SDCBP:SERBP1:SMARCA4:SYNJ2BP:TCF4:TOP1:VTN	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	STR_ENDOTHELIAL_TIP	Saunders
APOE:CHCHD6:COX5A:CXCR4:FAM162A:NUDC:PPP1CA:PPP1R32:SORL1:SRRT:ST13:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	STR_EPENDYMAL	Saunders
ABCA1:ALDH2:APOE:C12orf43:COX5A:FCGR2A:G3BP2:GNAI2:GRB2:GSK3B:KPNB1:MOBP:MYLIP:NDUFA13:NDUFB8:PLTP:RBM39:SDCBP:SH2B3:SOAT1:SP1:TCF4:TOMM40:TOP1:TPM3:TSG101	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	STR_MACROPHAGE	Saunders
APOE:CBX1:COX5A:CSNK2A1:DCPS:ILF3:KPNB1:LSM4:MCM6:RBM39:SGTA:SMARCA4:SMC4:SP1:TCF4:TOP1:TP53:TUBB	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	STR_NEUROGENESIS	Saunders
ABCA1:ALDH2:APOE:C12orf43:LOXL2:LRP1:MDK:NDUFA13:PLTP:PTPN11:RAMP2:RBM39:SEC62:SP1:TCF4:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	TH_ENDOTHELIAL_TIP	Saunders
ABCA1:ALDH2:APOE:CCDC146:COX5A:CXCR4:NDUFA13:NUDC:OGDH:PLTP:SP1:SRRT:ST13:TPM3:UBXN4	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	TH_EPENDYMAL	Saunders
ABCF1:AHCYL1:APOE:BIN1:DNM2:EML4:HECTD1:ILF3:KMT2A:KPNB1:MAFB:MAP1B:MAPT:NCAN:NFE2L1:NPEPPS:PSMA7:PTGDS:PURA:RBM39:SERBP1:SIK3:SMC4:SORT1:SP1:SRSF2:SYT11:TCF4:TMEM50A:TOP1:TPM3:UBASH3B:UBXN4:VAMP2	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	TH_MICROGLIA	Saunders
APOE:CA2:DDX6:DNM2:KLF13:KPNB1:MAP1B:MAPT:NCAN:NPEPPS:NUDC:PSMA7:PTGDS:PTPN11:RBM39:SIK3:SIN3A:SMARCA4:TCF4:TOP1	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	TH_OLIGODENDROCYTE	Saunders
ABCA1:APOE:LCAT:LRPAP1:MDK:MPP6:PCBP1:RBM39:SLC38A3:SORL1:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	CB_ASTROCYTE	Saunders
ALDH2:APOE:COX5A:NDUFA13:NDUFB10:NUDC:PCBP1:PPP1R1B:RBM39:SRRT:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	CB_CHOROID_PLEXUS	Saunders
ALDH2:APOE:C12orf43:DDAH2:MDK:NDUFA13:NDUFB10:PCBP1:PSMA5:PSMA7:RBM39:SNX17:TCF4:TOP1:TUBB:ZCCHC17	Blood-Lipids_Teslovich_2010_Total-Cholesterol	CB_ENDOTHELIAL_TIP	Saunders
ALDH2:APOE:BIN1:DDX6:DNM2:G3BP2:GNAI2:HLA-DRB5:NDUFA13:PCBP1:PPP1CA:RALBP1:RBM39:SRRT:TOP1:TUBB:UBASH3B:ZFAND6	Blood-Lipids_Teslovich_2010_Total-Cholesterol	CB_MICROGLIA	Saunders
ALDH2:APOE:BAG3:BCAM:COX5A:FKBP8:G3BP2:GCLC:GNB2:GSK3B:ILF3:KANK2:KPNB1:LMNA:NDUFA13:NDUFA7:NDUFB10:NR3C1:PPP1CA:PSMA5:PSMA7:RALBP1:RBM39:RSU1:SDCBP:SDHB:SGTA:SORT1:TAGLN:TCP1:TMEM258:TOMM40:TOP1:TP53:TSPAN5:TUBB	Blood-Lipids_Teslovich_2010_Total-Cholesterol	CB_MURAL	Saunders
ABCA1:APOE:ATP1B2:CREBBP:FADS1:GFAP:ID2:LCAT:LRPAP1:MAPT:MDK:NCAN:NCOA2:PLEC:PRKCA:PYGB:RALBP1:RBM39:SMARCA4:SORL1:SRRT:TOM1L1:TOP1:TUBB:UBXN4	Blood-Lipids_Teslovich_2010_Total-Cholesterol	ENT_ASTROCYTE	Saunders
ALDH2:APOE:C12orf43:CHD4:DDAH2:FN1:G3BP2:GSK3B:IGF2R:KANK2:KMT2A:LRP1:MAP1B:MAPT:NDUFA13:NDUFB10:NENF:PCBP1:PRKCA:PTGDS:RBM39:RXRB:SMARCA4:TCF4:TOP1:TUBB	Blood-Lipids_Teslovich_2010_Total-Cholesterol	FC_ENDOTHELIAL_TIP	Saunders
ABCA1:ALDH2:APOE:FCGR2A:FCGR2B:G3BP2:GAB2:LDLR:NDUFA13:PTPN11:RALBP1:RBM39:SDCBP:SRRT:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	FC_MACROPHAGE	Saunders
ALDH2:APOE:BCAM:C12orf43:COX5A:DEK:GSK3B:MAP1B:NDUFA13:NDUFB10:PCBP1:PRKCA:PSMA5:PSMA7:RBM39:TAGLN:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	FC_MURAL	Saunders
ABCA1:ABCF1:APOE:GNB2:LCAT:MAPT:NCAN:RALBP1:SDHB:SOAT1:SRRT	Blood-Lipids_Teslovich_2010_Total-Cholesterol	GP_ASTROCYTE	Saunders
ABCA1:ALDH2:AMFR:APOE:C12orf43:CA2:COX5A:GFAP:HMGCR:ID2:KPNB1:LCAT:LRPAP1:MAPT:NCAN:NDUFA13:NDUFB10:PHGDH:TOP1:TUBB:UBXN4	Blood-Lipids_Teslovich_2010_Total-Cholesterol	HC_ASTROCYTE	Saunders
ALDH2:APOE:COX5A:G3BP2:ID3:LRPAP1:NDUFA13:PCBP1:PPP1R1B:RBM39:SDCBP:SGTA:SRRT:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	HC_CHOROID_PLEXUS	Saunders
ALDH2:APOE:C12orf43:NDUFA13:PCBP1:RBM39:SDCBP:TOP1:TUBB	Blood-Lipids_Teslovich_2010_Total-Cholesterol	HC_ENDOTHELIAL_TIP	Saunders
ABCF1:ABHD16A:ALDH2:APOE:C12orf43:DNM2:FN1:GSK3B:IGF2R:KANK2:MAP1B:NDUFA13:PTGDS:RBM39:SNX17:TCF4:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	PC_ENDOTHELIAL_TIP	Saunders
ALDH2:APOE:COX5A:GSK3B:NDUFA13:RALBP1:RBM39:SDCBP:SRRT:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	PC_MACROPHAGE	Saunders
APOE:DDAH2:DDX6:DNAJB11:DYNLL2:ERGIC3:GNAI2:LIMA1:PAFAH1B2:PCBP1:RBM39:SMARCA4:SRRT:TCF4:TOP1:TUBB:USP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	PC_POLYDENDROCYTE	Saunders
ABCA1:ALDH2:ALDOC:APOE:DBI:GFAP:GSK3B:LCAT:MAPT:MDK:NDUFA13:NF1:OGDH:PCBP1:PPP1R1B:RBM39:SMARCA4:SORL1:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	SN_ASTROCYTE	Saunders
ALDH2:APOE:COX5A:G3BP2:GSK3B:MAP1B:NDUFA13:NDUFB10:NF1:PCBP1:PTGDS:RBM39:SMARCA4:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	SN_MACROPHAGE	Saunders
ALDH2:APOE:C12orf43:KPNB1:NDUFA13:PCBP1:PPP1R1B:RBM39:TCF4:TOP1:TUBB	Blood-Lipids_Teslovich_2010_Total-Cholesterol	STR_ENDOTHELIAL_TIP	Saunders
APOE:DDX6:IFT80:LRPAP1:MDK:NUDC:PCBP1:RBM39:SORL1:SRRT:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	STR_EPENDYMAL	Saunders
ALDH2:APOE:COX5A:G3BP2:NDUFA13:PCBP1:RBM39:SDCBP:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	STR_MACROPHAGE	Saunders
ALDH2:APOE:BCAM:C12orf43:COX5A:DBP:GSK3B:MYLK:NDUFA13:NDUFB10:PCBP1:RBM39:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	STR_MURAL	Saunders
APOE:C12orf43:DDAH2:EFTUD2:EHMT2:GABARAPL2:HNRNPU:ILF3:KPNB1:LIMA1:MAPT:MAT2A:MDC1:MTCH2:NDUFA13:NDUFS3:PCBP1:PRMT1:RBM39:SMARCA4:SMC4:SRRT:SUMO1:TCF4:TCP1:TOP1:TUBB	Blood-Lipids_Teslovich_2010_Total-Cholesterol	STR_NEUROGENESIS	Saunders
ABCA1:APOE:LCAT:LRPAP1:MDK:MPP6:RALBP1:SORL1:SRRT	Blood-Lipids_Teslovich_2010_Total-Cholesterol	TH_ASTROCYTE	Saunders
ALDH2:APOE:C12orf43:COX5A:EHMT2:FCGR2A:G3BP2:GAB2:NDUFA13:PCBP1:RALBP1:RBM39:SDCBP:SRRT:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	TH_MACROPHAGE	Saunders
ALDH2:BCAM:C12orf43:GSK3B:MAP1B:NDUFA13:NDUFB10:RBM39:TOP1	Blood-Lipids_Teslovich_2010_Total-Cholesterol	TH_MURAL	Saunders
ABCA1:ACIN1:APOE:CSGALNACT1:CTSB:LRP1:MPV17:NFE2L1:PLTP:SNX17:SPARCL1	Blood-Lipids_Teslovich_2010_Triglycerides	CB_ASTROCYTE	Saunders
ACIN1:APOE:BAZ1B:CDKN1A:CHD3:CTSA:CTSB:CTSD:DLST:DYNLRB1:MAP1LC3A:PAFAH1B2:PDIA3:PKM:PLTP:RBM8A:TOP1:TPM3	Blood-Lipids_Teslovich_2010_Triglycerides	CB_CHOROID_PLEXUS	Saunders
ACIN1:APOE:BANF1:CDKN1A:CTSB:GABARAPL2:JMJD1C:MAP1LC3A:NFE2L1:NOTCH4:PDIA3:PKM:PLTP:R3HDM2:RGS12:SERF2:SLC39A8:SPARCL1:STX4:TCF12:TPM3:TUBB:USP1:YY1	Blood-Lipids_Teslovich_2010_Triglycerides	CB_ENDOTHELIAL_STALK	Saunders
ACIN1:ANXA7:APOE:ATRAID:BANF1:BAZ1B:CHD4:CTSA:CTSB:CTSD:DDAH2:DDX17:DLD:DLST:EHMT2:FRMD6:GATAD2A:JMJD1C:LRP1:LRPAP1:MAP1A:MAP1LC3A:MPV17:NDUFA13:NFE2L1:PCBP1:PDIA3:PKM:PLTP:PPM1G:PTPN13:RABAC1:RBM39:RBM8A:SKIL:SNW1:SNX17:SP1:SPARCL1:SRPK2:SUGP1:TOP1:TUBA1A:TUBB:USP1:USP3:YY1	Blood-Lipids_Teslovich_2010_Triglycerides	CB_ENDOTHELIAL_TIP	Saunders
ABCA1:ACIN1:ACP2:ADPGK:APOE:BANF1:BAZ1B:BCKDK:BCL7C:C1QC:C2:CAPZA2:CREB3:CTSA:CTSB:CTSD:DDX17:DLD:DOCK7:GABARAPL2:HERC1:HLA-DRB5:HTT:IDH2:LRP1:LRPAP1:MAP1LC3A:MMP9:NDUFA13:NUDC:PAFAH1B2:PAK2:PDIA3:PKM:PLTP:PPM1G:PTPRC:PYCARD:RAB1B:RAB8B:RELA:SLC15A3:SPI1:STAB1:SYK:TGFB1:TMEM160:TPM3:TUBB:VKORC1	Blood-Lipids_Teslovich_2010_Triglycerides	CB_MICROGLIA	Saunders
ABCA1:ACIN1:APOE:CSGALNACT1:CTSB:GTF3C2:LRP1:LRPAP1:MPV17:NCAN:NFE2L1:PAFAH1B2:PIK3R1:PLTP:SNW1:SNX17:SPARCL1	Blood-Lipids_Teslovich_2010_Triglycerides	ENT_ASTROCYTE	Saunders
ACIN1:APOE:CAPZA2:CDKN1A:COBLL1:CTSB:CUTA:DYNLRB1:EFTUD2:GATAD2A:ITPR2:MAP1LC3A:MPV17:NDUFA13:NFE2L1:NRBP1:PAFAH1B2:PDIA3:PFKL:PINX1:PKM:PLTP:R3HDM2:REEP3:RGS12:SERF2:SLC39A8:SNW1:SP1:SPARCL1:STX4:TCF12:TP53:TPM3:TUBB:USP1:VPS26A:YY1:ZPR1	Blood-Lipids_Teslovich_2010_Triglycerides	ENT_ENDOTHELIAL_STALK	Saunders
ACIN1:APOE:ARID1A:ATRAID:BAZ1B:CCHCR1:CHD3:CREB3:CTSA:CTSB:CTSD:GTF3C2:JMJD1C:LPL:LRP1:LRPAP1:MDK:MMP9:MPV17:NFE2L1:PAFAH1B2:PLTP:ROCK2:SERF2:SNW1:SNX17:SP1:SPARCL1:TPM3:TUBB:USP3:VKORC1	Blood-Lipids_Teslovich_2010_Triglycerides	ENT_ENDOTHELIAL_TIP	Saunders
ACIN1:APOE:BAZ1B:CAPZA2:CBX1:CDKN1A:CTSB:HNRNPM:JMJD1C:MAP1A:MAP1LC3A:NFE2L1:PAFAH1B2:PKM:PLTP:R3HDM2:RBM8A:SERF2:SLC39A8:SPARCL1:STX4:SUMO1:TCF12:TOP1:TPM3:TUBB:USP1	Blood-Lipids_Teslovich_2010_Triglycerides	FC_ENDOTHELIAL_STALK	Saunders
ACIN1:APOE:CTSB:CTSD:JMJD1C:LRP1:MPV17:NDUFA13:NFE2L1:PLTP:SNX17:SPARCL1:XRN1	Blood-Lipids_Teslovich_2010_Triglycerides	FC_ENDOTHELIAL_TIP	Saunders
ABCA1:ACIN1:ACP2:ACSL5:AHCYL1:APOE:ARID1A:BANF1:BAZ1B:BCL7B:C1QC:C2:CAPZA2:CHD9:CTSA:CTSB:CTSD:DAXX:DDX17:EHMT2:ETNK1:FADS1:GSK3B:HERC1:HSD17B11:JMJD1C:LRP1:MAP1A:MAPK3:NDUFA13:NEU1:NEURL2:NFE2L1:NFKBIL1:NRBP1:NUDC:OGDH:PAFAH1B2:PDIA3:PKM:PLTP:PRPF8:R3HDM2:RAB1B:RBM8A:RIF1:SERF2:SKIV2L:SNW1:SP1:SPARCL1:SPI1:SRPK2:STAB1:TLN1:TPM3:TUBB:XRN1:YY1	Blood-Lipids_Teslovich_2010_Triglycerides	FC_MACROPHAGE	Saunders
